Month,Make,Model,Segment,Sales_Rank,Cash_Rate_Percent,Sales_Total,Segment_Share_Percent,Retail_Offer,Media_Spend_Total
Apr-24,Alfa Romeo,Giulia,Medium > $60K,,4.35,25,1.29%,,$0
Apr-24,Alfa Romeo,Junior,SUV Light,,4.35,0,0.00%,,$0
Apr-24,Alfa Romeo,Stelvio,SUV Medium > $60K,,4.35,11,0.30%,,$0
Apr-24,Alfa Romeo,Tonale,SUV Small > $45K,,4.35,21,0.63%,,$0
Apr-24,Asiastar,B12,Light Buses < 20 Seats,,4.35,0,0.00%,,$0
Apr-24,Asiastar,C11,LD 3501-8000 kgs GVM,,4.35,0,0.00%,,$0
Apr-24,Asiastar,D11,LD 3501-8000 kgs GVM,,4.35,0,0.00%,,$0
Apr-24,Aston Martin,DB11,Sports > $200K,,4.35,2,1.96%,,$0
Apr-24,Aston Martin,DB12,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Aston Martin,DBS Superleggera,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Aston Martin,DBS Superleggera Volante,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Aston Martin,DBX,SUV Upper Large > $120K,,4.35,4,1.25%,,$0
Apr-24,Aston Martin,V12 Vantage,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Aston Martin,V8 Vantage,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Aston Martin,Vanquish,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Audi,A1,Light > $30K,,4.35,24,6.90%,,$0
Apr-24,Audi,A3,Small > $45K,,4.35,159,8.96%,,$0
Apr-24,Audi,A4,Medium > $60K,,4.35,13,0.67%,,$0
Apr-24,Audi,A4 Allroad,Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Audi,A5,Medium > $60K,,4.35,7,2.45%,,$0
Apr-24,Audi,A6,Large > $70K,,4.35,3,2.42%,,$0
Apr-24,Audi,A6 Allroad,Large > $70K,,4.35,3,2.42%,,$0
Apr-24,Audi,A7,Large > $70K,,4.35,2,1.62%,,$0
Apr-24,Audi,A8,Upper Large > $100K,,4.35,1,4.17%,,$0
Apr-24,Audi,Q2,SUV Small > $45K,,4.35,97,2.87%,,$0
Apr-24,Audi,Q3,SUV Small > $45K,,4.35,428,12.62%,,$0
Apr-24,Audi,Q4 e-tron,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Audi,Q5,SUV Medium > $60K,,4.35,273,7.27%,,$0
Apr-24,Audi,Q6 e-Tron,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Audi,Q7,SUV Large > $80K,,4.35,64,3.20%,,$0
Apr-24,Audi,Q8,SUV Large > $80K,,4.35,29,1.45%,,$0
Apr-24,Audi,Q8 e-tron,SUV Large > $80K,,4.35,18,0.90%,Finance,"$56,034"
Apr-24,Audi,TT,Sports > $90K,,4.35,3,1.05%,,$0
Apr-24,Audi,e-tron,SUV Large > $80K,,4.35,0,0.00%,,$0
Apr-24,Audi,e-tron GT,Large > $70K,,4.35,9,7.26%,,$0
Apr-24,BMW,1 Series,Small > $45K,,4.35,70,3.94%,Finance,"$180,874"
Apr-24,BMW,2 Series,Sports > $90K,,4.35,131,45.80%,Finance,"$92,671"
Apr-24,BMW,2 Series Gran Coupe,Small > $45K,,4.35,55,3.10%,,$0
Apr-24,BMW,3 Series,Medium > $60K,,4.35,22,1.13%,Finance,"$441,662"
Apr-24,BMW,4 Series,Sports > $90K,,4.35,10,3.50%,,$0
Apr-24,BMW,4 Series Gran Coupe,Medium > $60K,,4.35,21,1.08%,,$0
Apr-24,BMW,5 Series,Large > $70K,,4.35,0,0.00%,Finance,"$53,523"
Apr-24,BMW,6 Series Gran Turismo,Upper Large > $100K,,4.35,0,0.00%,,
Apr-24,BMW,7 Series,Upper Large > $100K,,4.35,4,16.67%,,$0
Apr-24,BMW,8 Series,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,BMW,8 Series Gran Coupe,Upper Large > $100K,,4.35,0,0.00%,,$0
Apr-24,BMW,X1,SUV Small > $45K,,4.35,100,2.95%,,$0
Apr-24,BMW,X2,SUV Small > $45K,,4.35,53,1.56%,Finance,$0
Apr-24,BMW,X3,SUV Medium > $60K,,4.35,235,6.26%,Limited Edition;Finance,"$824,889"
Apr-24,BMW,X4,SUV Medium > $60K,,4.35,71,1.89%,,$0
Apr-24,BMW,X5,SUV Large > $80K,,4.35,271,13.54%,Finance,"$564,652"
Apr-24,BMW,X6,SUV Large > $80K,,4.35,90,4.50%,Finance,"$165,484"
Apr-24,BMW,X7,SUV Upper Large > $120K,,4.35,99,30.94%,,$0
Apr-24,BMW,XM,SUV Upper Large > $120K,,4.35,16,5.00%,,$0
Apr-24,BMW,Z4,Sports > $90K,,4.35,5,1.75%,,$0
Apr-24,BMW,i4 Gran Coupe,Medium > $60K,,4.35,206,10.61%,Finance,"$590,233"
Apr-24,BMW,i5,Large > $70K,,4.35,0,0.00%,Finance,"$21,977"
Apr-24,BMW,i7,Upper Large > $100K,,4.35,6,25.00%,,$0
Apr-24,BMW,iX,SUV Large > $80K,,4.35,36,1.80%,Finance,"$84,647"
Apr-24,BMW,iX1,SUV Small > $45K,,4.35,143,4.22%,Finance,"$284,150"
Apr-24,BMW,iX2,SUV Small > $45K,,4.35,37,1.09%,,$0
Apr-24,BMW,iX3,SUV Medium > $60K,,4.35,106,2.83%,Finance,"$265,169"
Apr-24,BYD,Atto 3,SUV Medium < $60K,,4.35,418,2.33%,Demonstrator,"$3,465,466"
Apr-24,BYD,Dolphin,Small < $45K,,4.35,181,2.97%,,$0
Apr-24,BYD,E6,People Movers < $70K,,4.35,0,0.00%,,$0
Apr-24,BYD,Seal,Medium < $60K,,4.35,811,27.48%,,$0
Apr-24,BYD,Sealion 6,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,BYD,Sealion 7,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,BYD,Shark 6,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,BYD,T3,Vans/CC <= 2.5t,,4.35,0,0.00%,,$0
Apr-24,Bentley,Bentayga,SUV Upper Large > $120K,,4.35,7,2.18%,,$0
Apr-24,Bentley,Continental GT,Sports > $200K,,4.35,3,2.94%,,$0
Apr-24,Bentley,Continental GTC,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Bentley,Flying Spur,Upper Large > $100K,,4.35,2,8.34%,,$0
Apr-24,Cadillac,Lyriq,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Caterham,7,Sports > $90K,,4.35,0,0.00%,,$0
Apr-24,Chery,C5,SUV Small < $45K,,4.35,409,3.75%,Factory Bonus,"$992,500"
Apr-24,Chery,E5,SUV Small < $45K,,4.35,0,0.00%,,$0
Apr-24,Chery,Tiggo 4,SUV Small < $45K,,4.35,0,0.00%,,$0
Apr-24,Chery,Tiggo 7,SUV Medium < $60K,,4.35,176,0.98%,Factory Bonus,"$250,000"
Apr-24,Chery,Tiggo 8,SUV Large < $80K,,4.35,0,0.00%,,$0
Apr-24,Chevrolet,Corvette,Sports > $90K,,4.35,10,3.50%,,$0
Apr-24,Chevrolet,Silverado,PU/CC > $100K,,4.35,342,39.45%,,$0
Apr-24,Chrysler,300,Upper Large < $100K,,4.35,0,0.00%,,$0
Apr-24,Citroen,C3,Light > $30K,,4.35,1,0.29%,,$0
Apr-24,Citroen,C4,SUV Small < $45K,,4.35,2,0.02%,,$0
Apr-24,Citroen,C5 Aircross,SUV Medium < $60K,,4.35,2,0.01%,,$0
Apr-24,Citroen,C5 X,Large < $70K,,4.35,4,20.00%,,$0
Apr-24,Cupra,Ateca,SUV Small > $45K,,4.35,2,0.06%,,$0
Apr-24,Cupra,Born,Small > $45K,,4.35,41,2.31%,Finance;Servicing;Factory Bonus,"$85,747"
Apr-24,Cupra,Formentor,SUV Small > $45K,,4.35,107,3.16%,Limited Edition;Finance;Servicing;Factory Bonus,"$732,399"
Apr-24,Cupra,Leon,Small > $45K,,4.35,20,1.13%,Limited Edition;Finance;Servicing;Factory Bonus,"$128,946"
Apr-24,Cupra,Tavascan,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Cupra,Terramar,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Deepal,E07,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Deepal,S07,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,Dodge,Journey,SUV Large < $80K,,4.35,0,0.00%,,
Apr-24,Farizon,SuperVan,Vans/CC 2.5-3.5t,,4.35,0,0.00%,,$0
Apr-24,Ferrari,12Cilindri,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,296 GTB,Sports > $200K,,4.35,4,3.92%,,$0
Apr-24,Ferrari,296 GTS,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,812 GTS,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,812 Superfast,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,Ferrari 812 Competizione,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,Portofino,Sports > $200K,,4.35,1,0.98%,,$0
Apr-24,Ferrari,Purosangue,SUV Upper Large > $120K,,4.35,4,1.25%,,$0
Apr-24,Ferrari,Roma,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,SF90 Spider,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Ferrari,SF90 Stradale,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Fiat,500,Micro,,4.35,40,9.25%,,$0
Apr-24,Fiat,Ducato,LD 3501-8000 kgs GVM,,4.35,0,0.00%,,$0
Apr-24,Ford,Escape,SUV Medium < $60K,,4.35,29,0.17%,,$0
Apr-24,Ford,Everest,SUV Large < $80K,,4.35,2400,24.36%,,$0
Apr-24,Ford,F-150,PU/CC > $100K,,4.35,173,19.96%,,$0
Apr-24,Ford,Fiesta,Light < $30K,,4.35,0,0.00%,,$0
Apr-24,Ford,Mustang,Sports < $90K,,4.35,0,0.00%,,$0
Apr-24,Ford,Mustang Mach-E,SUV Large > $80K,,4.35,42,2.10%,,$0
Apr-24,Ford,Puma,SUV Light,,4.35,77,1.83%,Driveaway,"$66,285"
Apr-24,Ford,Ranger,PU/CC 4X4,,4.35,90,3.89%,,$0
Apr-24,Ford,Tourneo,People Movers < $70K,,4.35,0,0.00%,,$0
Apr-24,Ford,Transit,LD 3501-8000 kgs GVM,,4.35,1,0.09%,Driveaway,$0
Apr-24,Ford,Transit Custom,Vans/CC 2.5-3.5t,,4.35,253,14.51%,,$0
Apr-24,Foton,Tunland,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,GMC,Yukon,SUV Upper Large > $120K,,4.35,0,0.00%,,$0
Apr-24,GWM,Cannon,PU/CC 4X4,,4.35,0,0.00%,Driveaway,$0
Apr-24,GWM,Cannon Alpha,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,GWM,Haval H6,SUV Medium < $60K,,4.35,1039,5.80%,Driveaway,"$1,316,000"
Apr-24,GWM,Haval H7,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,GWM,Haval Jolion,SUV Small < $45K,,4.35,1101,10.07%,Driveaway,"$32,000"
Apr-24,GWM,Ora,Small > $45K,,4.35,80,4.50%,Driveaway,"$316,000"
Apr-24,GWM,Tank 300,SUV Large < $80K,,4.35,311,3.15%,Driveaway,"$18,000"
Apr-24,GWM,Tank 500,SUV Large < $80K,,4.35,179,1.81%,,$0
Apr-24,GWM,Ute,PU/CC 4X4,,4.35,37,0.23%,Driveaway,"$925,500"
Apr-24,Geely,EX5,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,Genesis,G70,Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Genesis,G80,Large > $70K,,4.35,6,4.84%,,$0
Apr-24,Genesis,GV60,SUV Small > $45K,,4.35,7,0.21%,,$0
Apr-24,Genesis,GV70,SUV Medium > $60K,,4.35,97,2.59%,,$0
Apr-24,Genesis,GV80,SUV Large > $80K,,4.35,19,0.95%,,$0
Apr-24,Hino,300 Series,LD 3501-8000 kgs GVM,,4.35,0,0.00%,,$0
Apr-24,Honda,Accord,Medium < $60K,,4.35,14,0.47%,,$0
Apr-24,Honda,CR-V,SUV Medium < $60K,,4.35,473,2.64%,,$0
Apr-24,Honda,Civic,Small > $45K,,4.35,92,5.18%,,$0
Apr-24,Honda,HR-V,SUV Small < $45K,,4.35,281,2.57%,Reduced Price,$0
Apr-24,Honda,ZR-V,SUV Medium < $60K,,4.35,331,1.84%,,$0
Apr-24,Hyundai,Inster,SUV Light,,4.35,0,0.00%,,$0
Apr-24,Hyundai,Ioniq 5,SUV Medium > $60K,,4.35,113,3.01%,,$0
Apr-24,Hyundai,Ioniq 6,Medium > $60K,,4.35,37,1.91%,,$0
Apr-24,Hyundai,Ioniq 9,SUV Upper Large < $120K,,4.35,0,0.00%,,$0
Apr-24,Hyundai,Kona,SUV Small < $45K,,4.35,1303,11.91%,Driveaway,$0
Apr-24,Hyundai,Nexo,SUV Medium > $60K,,4.35,1,0.03%,,$0
Apr-24,Hyundai,Palisade,SUV Large < $80K,,4.35,261,2.64%,,$0
Apr-24,Hyundai,Santa Fe,SUV Large < $80K,,4.35,230,2.32%,Factory Bonus,"$426,000"
Apr-24,Hyundai,Sonata,Medium < $60K,,4.35,43,1.46%,,$0
Apr-24,Hyundai,Staria,People Movers < $70K,,4.35,85,10.93%,Driveaway,"$10,790"
Apr-24,Hyundai,Staria-Load,Vans/CC 2.5-3.5t,,4.35,333,19.09%,Driveaway,"$242,054"
Apr-24,Hyundai,Tucson,SUV Medium < $60K,,4.35,1548,8.62%,Factory Bonus,"$1,276,500"
Apr-24,Hyundai,Venue,SUV Light,,4.35,443,10.53%,Driveaway,"$71,610"
Apr-24,Hyundai,i20,Light > $30K,,4.35,2,0.58%,,$0
Apr-24,Hyundai,i30,Small < $45K,,4.35,195,3.21%,Driveaway,"$365,705"
Apr-24,Hyundai,iLoad,Vans/CC 2.5-3.5t,,4.35,0,0.00%,,$0
Apr-24,Ineos,Grenadier,SUV Large > $80K,,4.35,0,0.00%,Accessory,$0
Apr-24,Ineos,Grenadier Quartermaster,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,Isuzu,D-Max,PU/CC 4X4,,4.35,33,0.20%,,$0
Apr-24,Isuzu,MU-X,SUV Large < $80K,,4.35,1876,19.03%,Driveaway,$0
Apr-24,Isuzu,S,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,Iveco,Daily,LD 3501-8000 kgs GVM,,4.35,0,0.00%,,$0
Apr-24,Iveco,Mellor,Light Buses => 20 Seats,,4.35,0,0.00%,,$0
Apr-24,JAC,T9,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,JMC,Conquer,LD 3501-8000 kgs GVM,,4.35,0,0.00%,,$0
Apr-24,JMC,Vigus,PU/CC 4X2,,4.35,0,0.00%,,$0
Apr-24,Jaecoo,J7,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,Jaecoo,J8,SUV Large < $80K,,4.35,0,0.00%,,$0
Apr-24,Jaguar,E-Pace,SUV Small > $45K,,4.35,12,0.35%,Finance;Servicing,"$20,900"
Apr-24,Jaguar,F-Pace,SUV Large > $80K,,4.35,31,1.55%,Finance;Servicing,"$5,700"
Apr-24,Jaguar,F-Type,Sports > $90K,,4.35,1,0.35%,,$0
Apr-24,Jaguar,I-Pace,SUV Large > $80K,,4.35,1,0.05%,,$0
Apr-24,Jaguar,XE,Medium > $60K,,4.35,7,0.36%,,$0
Apr-24,Jaguar,XF,Large > $70K,,4.35,2,1.61%,,$0
Apr-24,Jeep,Avenger,SUV Light,,4.35,0,0.00%,,$0
Apr-24,Jeep,Cherokee,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,Jeep,Compass,SUV Small < $45K,,4.35,55,0.51%,Demonstrator,"$102,714"
Apr-24,Jeep,Gladiator,PU/CC 4X4,,4.35,14,0.09%,,$0
Apr-24,Jeep,Grand Cherokee,SUV Large > $80K,,4.35,32,1.60%,,$0
Apr-24,Jeep,Grand Cherokee L,SUV Large > $80K,,4.35,23,1.15%,,$0
Apr-24,Jeep,Wrangler,SUV Large < $80K,,4.35,86,0.86%,Demonstrator,"$25,494"
Apr-24,Joylong,E6,Light Buses < 20 Seats,,4.35,0,0.00%,,$0
Apr-24,KGM,Actyon,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,KGM,Korando,SUV Medium < $60K,,4.35,37,0.21%,Driveaway,"$15,500"
Apr-24,KGM,Musso,PU/CC 4X4,,4.35,322,2.00%,Driveaway,$0
Apr-24,KGM,Rexton,SUV Large < $80K,,4.35,102,1.04%,Driveaway,$0
Apr-24,KGM,Torres,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,Kia,Carnival,People Movers < $70K,,4.35,647,83.27%,,$0
Apr-24,Kia,Cerato,Small < $45K,,4.35,614,10.09%,Driveaway,"$2,290,186"
Apr-24,Kia,EV3,SUV Small > $45K,,4.35,0,0.00%,,$0
Apr-24,Kia,EV5,SUV Medium > $60K,,4.35,0,0.00%,,$0
Apr-24,Kia,EV6,SUV Large > $80K,,4.35,132,6.60%,,$0
Apr-24,Kia,EV9,SUV Upper Large < $120K,,4.35,61,3.54%,,$0
Apr-24,Kia,K4,Small < $45K,,4.35,0,0.00%,,$0
Apr-24,Kia,Niro,SUV Small > $45K,,4.35,181,5.34%,,$0
Apr-24,Kia,Picanto,Micro,,4.35,392,90.75%,Driveaway,"$628,873"
Apr-24,Kia,Rio,Light < $30K,,4.35,0,0.00%,,$0
Apr-24,Kia,Seltos,SUV Small < $45K,,4.35,613,5.61%,,$0
Apr-24,Kia,Sorento,SUV Large < $80K,,4.35,1054,10.69%,,$0
Apr-24,Kia,Sportage,SUV Medium < $60K,,4.35,1699,9.45%,,$0
Apr-24,Kia,Stinger,Large < $70K,,4.35,0,0.00%,,$0
Apr-24,Kia,Stonic,SUV Light,,4.35,420,9.97%,,$0
Apr-24,Kia,Tasman,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,LDV,D90,SUV Large < $80K,,4.35,173,1.76%,Driveaway,"$148,000"
Apr-24,LDV,Deliver 7,Vans/CC 2.5-3.5t,,4.35,0,0.00%,,$0
Apr-24,LDV,Deliver 9,LD 3501-8000 kgs GVM,,4.35,16,1.48%,,$0
Apr-24,LDV,G10,Vans/CC 2.5-3.5t,,4.35,219,12.55%,Driveaway,$0
Apr-24,LDV,MIFA,People Movers < $70K,,4.35,36,4.63%,Driveaway,"$234,750"
Apr-24,LDV,MIFA 9,People Movers > $70K,,4.35,0,0.00%,,$0
Apr-24,LDV,T60 Max,PU/CC 4X4,,4.35,368,2.27%,Reduced Price,"$692,000"
Apr-24,LDV,Terron 9,PU/CC 4X4,,4.35,0,0.00%,,$0
Apr-24,LDV,V80,Vans/CC 2.5-3.5t,,4.35,31,1.78%,Reduced Price,"$45,000"
Apr-24,LDV,eDeliver 7,Vans/CC 2.5-3.5t,,4.35,21,1.21%,,$0
Apr-24,LDV,eT60,PU/CC 4X2,,4.35,0,0.00%,,$0
Apr-24,Lamborghini,Huracan,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Lamborghini,Revuelto,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Lamborghini,Urus,SUV Upper Large > $120K,,4.35,7,2.19%,,$0
Apr-24,Land Rover,Defender,SUV Large > $80K,,4.35,255,12.75%,,$0
Apr-24,Land Rover,Discovery,SUV Upper Large < $120K,,4.35,29,1.69%,,$0
Apr-24,Land Rover,Discovery Sport,SUV Medium > $60K,,4.35,18,0.48%,,$0
Apr-24,Land Rover,Range Rover,SUV Upper Large > $120K,,4.35,43,13.45%,,$0
Apr-24,Land Rover,Range Rover Evoque,SUV Medium > $60K,,4.35,47,1.27%,,$0
Apr-24,Land Rover,Range Rover Sport,SUV Large > $80K,,4.35,180,9.00%,Limited Edition;Finance,"$762,590"
Apr-24,Land Rover,Range Rover Velar,SUV Large > $80K,,4.35,29,1.45%,Finance,"$89,799"
Apr-24,Leapmotor,C10,SUV Medium < $60K,,4.35,0,0.00%,,$0
Apr-24,Lexus,ES,Medium > $60K,,4.35,109,5.61%,,$0
Apr-24,Lexus,GX,SUV Upper Large > $120K,,4.35,0,0.00%,,$0
Apr-24,Lexus,LBX,SUV Small > $45K,,4.35,252,7.44%,,$0
Apr-24,Lexus,LC,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Lexus,LM,People Movers > $70K,,4.35,27,19.01%,,$0
Apr-24,Lexus,LS,Upper Large > $100K,,4.35,1,4.17%,,$0
Apr-24,Lexus,LX,SUV Upper Large > $120K,,4.35,34,10.64%,,$0
Apr-24,Lexus,NX,SUV Medium > $60K,,4.35,368,9.83%,,$0
Apr-24,Lexus,RX,SUV Large > $80K,,4.35,168,8.40%,,$0
Apr-24,Lexus,RZ,SUV Large > $80K,,4.35,26,1.30%,,$0
Apr-24,Lexus,UX,SUV Small > $45K,,4.35,80,2.38%,,$0
Apr-24,Lotus,Eletre,SUV Upper Large > $120K,,4.35,0,0.00%,,$0
Apr-24,Lotus,Elise,Sports > $90K,,4.35,0,0.00%,,$0
Apr-24,Lotus,Emeya,Upper Large > $100K,,4.35,0,0.00%,,$0
Apr-24,Lotus,Emira,Sports > $90K,,4.35,15,5.25%,,$0
Apr-24,Lotus,Exige,Sports > $90K,,4.35,0,0.00%,,$0
Apr-24,MG,Cyberster,Sports > $90K,,4.35,0,0.00%,,$0
Apr-24,MG,MG HS,SUV Medium < $60K,,4.35,261,1.46%,Driveaway,"$266,400"
Apr-24,MG,MG IM5,Large > $70K,,4.35,0,0.00%,,$0
Apr-24,MG,MG IM6,SUV Large > $80K,,4.35,0,0.00%,,$0
Apr-24,MG,MG ZS,SUV Small < $45K,,4.35,956,8.74%,Driveaway,"$595,302"
Apr-24,MG,MG ZST,SUV Small < $45K,,4.35,751,6.87%,,$0
Apr-24,MG,MG3,Light < $30K,,4.35,890,43.71%,,$0
Apr-24,MG,MG4,Small > $45K,,4.35,476,26.83%,Driveaway,"$1,940,234"
Apr-24,MG,MG5,Small < $45K,,4.35,447,7.34%,,$0
Apr-24,MG,QS,SUV Large < $80K,,4.35,0,0.00%,,$0
Apr-24,MG,S5,SUV Small < $45K,,4.35,0,0.00%,,$0
Apr-24,MINI,Aceman,Light > $30K,,4.35,0,0.00%,,$0
Apr-24,MINI,Clubman,Small > $45K,,4.35,38,2.15%,Limited Edition;Finance,"$97,740"
Apr-24,MINI,Cooper,Light > $30K,,4.35,16,7.52%,Finance,"$252,442"
Apr-24,MINI,Countryman,SUV Small > $45K,,4.35,62,1.83%,,$0
Apr-24,Mahindra,Pik-Up,PU/CC 4X4,,4.35,0,0.00%,Accessory,$0
Apr-24,Mahindra,Scorpio,SUV Medium < $60K,,4.35,0,0.00%,Servicing,$0
Apr-24,Mahindra,XUV 3XO,SUV Small < $45K,,4.35,0,0.00%,,$0
Apr-24,Mahindra,XUV700,SUV Medium < $60K,,4.35,0,0.00%,Cash Back,$0
Apr-24,Maserati,Ghibli,Large > $70K,,4.35,0,0.00%,,$0
Apr-24,Maserati,GranCabrio,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Maserati,Granturismo,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Maserati,Grecale,SUV Medium > $60K,,4.35,27,0.72%,,$0
Apr-24,Maserati,Levante,SUV Large > $80K,,4.35,2,0.10%,,$0
Apr-24,Maserati,MC20,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Maserati,Quattroporte,Upper Large > $100K,,4.35,0,0.00%,,$0
Apr-24,Mazda,2,Light < $30K,,4.35,24,1.18%,Factory Bonus,"$520,800"
Apr-24,Mazda,3,Small < $45K,,4.35,223,3.65%,Driveaway,"$1,157,322"
Apr-24,Mazda,6,Medium < $60K,,4.35,33,1.11%,Factory Bonus,"$108,000"
Apr-24,Mazda,BT-50,PU/CC 4X4,,4.35,26,1.13%,Factory Bonus,"$8,400"
Apr-24,Mazda,CX-3,SUV Light,,4.35,1416,33.64%,Factory Bonus,"$199,200"
Apr-24,Mazda,CX-30,SUV Small < $45K,,4.35,927,8.48%,Driveaway,"$1,032,814"
Apr-24,Mazda,CX-5,SUV Medium < $60K,,4.35,1629,9.07%,Factory Bonus,"$1,825,200"
Apr-24,Mazda,CX-60,SUV Medium > $60K,,4.35,230,6.14%,Driveaway,$0
Apr-24,Mazda,CX-70,SUV Large > $80K,,4.35,0,0.00%,,$0
Apr-24,Mazda,CX-8,SUV Large < $80K,,4.35,337,3.41%,Factory Bonus,"$349,200"
Apr-24,Mazda,CX-80,SUV Large < $80K,,4.35,0,0.00%,,$0
Apr-24,Mazda,CX-9,SUV Large < $80K,,4.35,43,0.43%,,$0
Apr-24,Mazda,CX-90,SUV Large > $80K,,4.35,65,3.25%,Factory Bonus,"$126,000"
Apr-24,Mazda,MX-30,SUV Small < $45K,,4.35,9,0.09%,,$0
Apr-24,Mazda,MX-5,Sports < $90K,,4.35,58,27.24%,,$0
Apr-24,McLaren,620R,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,720S,Sports > $200K,,4.35,2,1.96%,,$0
Apr-24,McLaren,720S Spider,Sports > $200K,,4.35,2,1.96%,,$0
Apr-24,McLaren,750S,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,750S Spider,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,765LT,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,Artura,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,Elva,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,GT,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,GTS,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,McLaren,Speedtail,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Mercedes-Benz,A-Class,Small > $45K,,4.35,76,4.28%,Cash Back,"$110,547"
Apr-24,Mercedes-Benz,AMG GT,Sports > $200K,,4.35,0,0.00%,,$0
Apr-24,Mercedes-Benz,AMG GT4,Upper Large > $100K,,4.35,1,4.17%,Finance,"$4,446"
Apr-24,Mercedes-Benz,B-Class,Small > $45K,,4.35,0,0.00%,,$0
Apr-24,Mercedes-Benz,C-Class,Medium > $60K,,4.35,0,0.00%,Limited Edition;Finance,$0
Apr-24,Mercedes-Benz,CLA-Class,Medium > $60K,,4.35,3,0.15%,Limited Edition;Finance,"$84,500"
Apr-24,Mercedes-Benz,CLE-Class Convertible,Sports > $90K,,4.35,0,0.00%,,$0
Apr-24,Mercedes-Benz,CLE-Class Coupe,Sports > $90K,,4.35,1,0.35%,,$0
Apr-24,Mercedes-Benz,CLS-Class,Large > $70K,,4.35,0,0.00%,,$0
Apr-24,Mercedes-Benz,E-Class,Large > $70K,,4.35,1,0.35%,Finance,"$6,024"
Apr-24,Mercedes-Benz,EQA,SUV Small > $45K,,4.35,73,2.16%,,$0
Apr-24,Mercedes-Benz,EQB,SUV Medium > $60K,,4.35,15,0.40%,,$0
Apr-24,Mercedes-Benz,EQC,SUV Medium > $60K,,4.35,6,0.16%,,$0
Apr-24,Mercedes-Benz,EQE,Large > $70K,,4.35,19,15.32%,,$0
Apr-24,Mercedes-Benz,EQE SUV,SUV Large > $80K,,4.35,113,5.65%,Finance,"$25,425"
Apr-24,Mercedes-Benz,EQS,Upper Large > $100K,,4.35,0,0.00%,Finance,$0
